,index,bids,brand,category,character,condition,era,franchise,gender,item_num,price,quantity_sold,sell_date,size,title,toy_type,year,format
132,132,0,Jakks Pacific,Sports,TREACHEROUS TRIOS,New,2002-Now,,,223583891832,11.0,1,"Oct 12, 2019",6,"wwe treacherous trios figure shawn michaels, triple h  & jonathan coachman dx",Action Figure,2006,BIN
133,133,0,Mattel,Sports,,Used,2002-Now,,,202234008215,21.24,1,"Oct 12, 2019",6in.,wwe jey uso mattel elite series 31 wrestling action figure display only complete,Action Figure,,BIN
134,134,4,MLB The Show 19,Sports,,New,,,,362772499858,15.89,1,"Oct 12, 2019",,"aaron judge (new york yankees) gray jersey le mlb the show 19 7"" figure",,,Auction
135,135,3,Unbranded,Transformers & Robots,,New,,Transformers,,372796738333,1.84,1,"Oct 12, 2019",,latest new bonecrusher transformers action figure kids xmas toy free shipping,Action Figure,,Auction
136,136,1,Hasbro,Military & Adventure,Storm Shadow,Used,,GI Joe,,283634431222,8.99,1,"Oct 12, 2019","3.75""",gi joe storm shadow (v25) series 24 2008  comic 2 pack 25th figure,Action Figure,2008,Auction
137,137,0,DC,Comic Book Heroes,Lobo,New,2002-Now,DC Universe-Justice league,,163899301718,24.99,2,"Oct 12, 2019",6in.,"dc multiverse kingdom come superman 6""action figure lobo wave mattel ",Action Figure,2019,BIN
138,138,0,Hasbro,Military & Adventure,,New,,GI Joe,,283641808540,80.05,1,"Oct 12, 2019",3.75in.,"1986 gi joe viper, still sealed, card has wear",Action Figure,1986,BIN
139,139,1,Hasbro,Military & Adventure,Hard Master,Used,,GI Joe,,283634442957,10.99,1,"Oct 12, 2019",3.75in.,gi joe comic 2 pack hard master ninja apprentice snake eyes,Action Figure,,Auction
140,140,0,Hasbro,Sports,,Used,1980-2001,,,333351206255,11.99,1,"Oct 12, 2019",,vintage wwf wwe hasbro tatanka 100% complete figure ,Action Figure,,BIN
141,141,0,Hasbro,"TV, Movie & Video Games",Trooper,New,2002-Now,Star Wars,,254385515414,32.5,2,"Oct 12, 2019",6in.,star wars black series - rise of skywalker - first order jet trooper carbonized,Action Figure,2019,BIN
142,142,0,Hasbro,Military & Adventure,Joe,Used,,GI Joe,,133024016853,26.95,1,"Oct 12, 2019",,vtg 1977 super joe gi joe superjoe hasbro action figure flaws for parts & repair,Action Figure,1977,BIN
143,143,2,Hasbro,Military & Adventure,Cobra Officer,Used,,GI Joe,,283634471036,10.49,1,"Oct 12, 2019",3.75in.,gi joe cobra lot of 4 figures,Action Figure,,Auction
144,144,0,Mattel,Sports,,Used,,,,283605445091,49.99,1,"Oct 12, 2019",,wwe wrestling elite series 20 christian action figure [sunglasses & shirt],,,BIN
145,145,2,Unspecified,"TV, Movie & Video Games",,Used,,Star Wars,,264489080482,12.5,1,"Oct 12, 2019",3.75in.,star wars mix lot of action figures,Action Figure,,Auction
146,146,1,Kenner,Sports,,New,,,,183986309916,2.99,1,"Oct 12, 2019",,"starting lineup 1995 edition team ken griffey, jr. brand new sealed",,1995,Auction
147,147,1,Unbranded,"TV, Movie & Video Games",Jango Fett,Used,,Star Wars,,143403503868,6.0,1,"Oct 12, 2019",3.75in.,"star wars jango fett sneak preview 2002 3.75"" figure ",Action Figure,2010,Auction
148,148,1,Hasbro,"TV, Movie & Video Games",Han Solo,Used,,Star Wars,,293256710553,12.0,1,"Oct 12, 2019",3.75in.,star wars solo movie - *new* storm trooper squad leader & tie fighter pilot    ,Action Figure,2019,Auction
149,149,0,Super7,"TV, Movie & Video Games",Man-at-arms,New,2002-Now,Masters of the Universe,,323941002940,32.0,1,"Oct 12, 2019",3.75in.,masters of the universe super 7 nerd block exclusive man at arms action figure,Action Figure,2017,BIN
150,150,33,Kenner,"TV, Movie & Video Games",Princess Leia,New,1980-2001,Star Wars,,183983724599,41.0,1,"Oct 12, 2019",,lot of 14 star wars figures orange & green card potf luke leia han 1995 1996 moc,Action Figure,1996,Auction
151,151,0,Hasbro,Transformers & Robots,Chromedome,Used,1980-2001,Transformers,,202796680269,112.99,1,"Oct 12, 2019",,chromedome * 100% complete 1987 vintage hasbro g1 transformers action figure,Action Figure,1987,BIN
152,152,7,MLB The Show 19,Sports,,New,,,,362772499863,17.49,1,"Oct 12, 2019",,"aaron judge (new york yankees) pinstripe jersey le mlb the show 19 7"" figure",,,Auction
153,153,1,Remco,Sports,,Used,1980-2001,,,143408171493,39.99,1,"Oct 12, 2019",6in.,1985 awa remco the roadwarriors animal & hawk wrestling figures complete,Action Figure,1985,Auction
154,154,0,Hasbro,Fantasy,Dragon,Used,,,,401765123704,22.0,1,"Oct 12, 2019",12in.,hasbro shogakukan wizards bloshack dragon,Action Figure,2003,BIN
155,155,0,Marvel,Comic Book Heroes,Doctor Octopus,New,,Spider-Man,,264491469517,100.0,1,"Oct 12, 2019",,marvel legends doctor octopus doc ock action figure custom metal tentacles! look,Action Figure,,BIN
156,156,0,Hasbro,"TV, Movie & Video Games",Shadow Trooper,New,,,,143409644062,30.98,1,"Oct 12, 2019",3.75in.,"star wars the vintage collection shadow trooper 3.75"" vc163 dark forces in hand",Action Figure,,BIN
157,157,1,kenner,"TV, Movie & Video Games",,Used,1980-2001,Star Wars,,233361029893,10.9,1,"Oct 12, 2019",4in.,star wars figures lot 1990s kenner lfl + weapons + ship ,Action Figure,,Auction
158,158,0,WWE,Sports,,New,,WWE,,274048135914,15.99,1,"Oct 12, 2019",,wwe mattel elite series 69 rey mysterio new sealed moc,,,BIN
159,159,5,MLB The Show 19,Sports,,New,,,,362772499861,12.53,1,"Oct 12, 2019",,"bryce harper (philadelphia phillies) mlb the show 19 7"" figure",,,Auction
160,160,19,Hasbro,Comic Book Heroes,Daredevil,New,,,,264491454616,70.0,1,"Oct 12, 2019",12in.,hasbro marvel legends series 12 inch daredevil action figure sdcc 2017 exclusive,Action Figure,2017,Auction
161,161,0,Mattel,Animals & Dinosaurs,,Used,,,,262394574055,10.95,1,"Oct 12, 2019",,jarassic park harpoon harrison action figure,,,BIN
162,162,0,Kenner,"TV, Movie & Video Games",Jaws Jackson,Used,1980-2001,Jurassic Park,,293255503196,17.99,1,"Oct 12, 2019",4.5in.,jurassic park 1994 series 2 jaws jackson with all accessories complete spotless,Action Figure,1994,BIN
163,163,0,Hasbro,Comic Book Heroes,,New,,Marvel Legends,,303313129600,8.44,2,"Oct 12, 2019",6in.,"marvel legends series black bolt 6"" action figure baf okoye loose",Action Figure,,BIN
164,164,0,Mattel,Comic Book Heroes,Superman,New,,Superman,,293258721444,15.0,1,"Oct 12, 2019",,dc super heroes s3 select sculpt series superman red eye variant,Action Figure,,BIN
165,165,0,Square Enix,"TV, Movie & Video Games",Robin,New,,Batman,,254361733703,57.45,1,"Oct 12, 2019",,no.3 robin square enix batman arkham origins play arts kai figure,,,BIN
166,166,0,Unspecified,Sports,Tom Brady,New,,,,274044816841,30.0,1,"Oct 12, 2019",6in.,tom brady action figure.  free shipping.,Action Figure,,BIN
167,167,0,Sideshow Collectibles,"TV, Movie & Video Games",Kerberos Panzer Jager,New,2002-Now,Kerberos Saga,,163772623323,300.0,1,"Oct 12, 2019","12"" - 1/6 Scale","hot toys kerberos panzer jager 12"" action figure 1/6 scale ac02 takayuki takeya",Action Figure,2014,BIN
168,168,0,DC,Comic Book Heroes,Simon Baz,Used,2002-Now,Justice League,,113887035988,16.99,1,"Oct 12, 2019",7in.,dc direct new 52 jla justice league green lantern simon baz 2014,Action Figure,2014,BIN
169,169,15,Kenner,"TV, Movie & Video Games",,Used,,Star Wars,,193133441251,270.0,1,"Oct 12, 2019",3.75in.,"lot of original star wars kenner weapons - blasters, rifles, lightsabers, etc",Action Figure,1977,Auction
170,170,1,Mattel,Sports,The Big Show,Used,2002-Now,,,392469199001,0.99,1,"Oct 12, 2019",6in.,mattel wwe superstar the big show action figure wrestling sports,Action Figure,,Auction
171,171,0,WWE,Sports,Kofi Kingston,Used,2002-Now,,,123903141821,7.98,1,"Oct 12, 2019",,kofi kingston wwe wrestling action figure mattel 2012 wwf black/green new day,Action Figure,2012,BIN
172,172,3,Hasbro,Military & Adventure,Yogi Bear,Used,,GI Joe,,113916700476,5.5,1,"Oct 12, 2019",3.5in.,gi joe airtight  1985 tight joints glossy paint broken back pack,Action Figure,1989,Auction
173,173,2,Mattel,Comic Book Heroes,,Used,2002-Now,,,202793840571,6.5,1,"Oct 12, 2019",,mattel jlu justice league batman (grey / blue version with wonder pig),Action Figure,,Auction
174,174,17,Star Wars,"TV, Movie & Video Games",8D8,New,,Star Wars,,323939136154,56.0,1,"Oct 12, 2019",,kenner vintage star wars rotj 8d8 1983 moc w/ anakin offer + unpunched + 77 back,Action Figure,1983,Auction
175,175,1,Kaiyodo,"TV, Movie & Video Games",Jack Skellington,New,,,,293264308125,50.0,1,"Oct 12, 2019","6""",kaiyodo revoltech 017 sci-fi jack skellington santa vers. action figure,Action Figure,,Auction
176,176,7,Hasbro,Comic Book Heroes,Nightcrawler,New,,X-Men,,264495902732,15.5,1,"Oct 12, 2019",6in.,marvel legends x-men nightcrawler x-force wendigo baf new,Action Figure,,Auction
177,177,0,Mattel,Comic Book Heroes,Joker,Used,2002-Now,Batman The Dark Knight,,264478304958,24.94,1,"Oct 12, 2019",8in.,dc comics batman dark knight joker action figure lot mattel 2008 henchmen toys,Action Figure,2008,BIN
178,178,0,DC,"TV, Movie & Video Games",Robin,New,1980-2001,Batman,,254372477863,10.0,1,"Oct 12, 2019",4in.,toy biz dc comics super heroes robin moc mosc sealed vintage 1989 batman movie,Action Figure,1989,BIN
179,179,1,Hasbro,Military & Adventure,Yogi Bear,Used,,GI Joe,,113916702203,3.99,1,"Oct 12, 2019",3.5in.,gi joe thrasher 1986 tight joints glossy paint,Action Figure,1989,Auction
180,180,0,Neca,"TV, Movie & Video Games",Burke,New,2002-Now,Aliens,,233336243839,26.99,1,"Oct 12, 2019","7""","carter j burke hadleys hope neca aliens 2017 7"" inch (out of package) figure",Action Figure,2017,BIN
181,181,1,Hot Toys,"TV, Movie & Video Games",Scarlet Witch,Used,2002-Now,Avengers,,163893917432,199.99,1,"Oct 12, 2019",1/6,hot toys 1/6 scale avengers age of ultron scarlet witch wanda mms301,Action Figure,,Auction
182,182,0,Mattel,"TV, Movie & Video Games",Scare Glow,New,1980-2001,Masters of the Universe,,163879434316,1000.0,1,"Oct 12, 2019",,"motu 1987 scare glow, masters of the universe, moc factory sealed he-man ",Action Figure,1980's,BIN
183,183,0,Hasbro,"TV, Movie & Video Games",Sith Trooper,New,2002-Now,Star Wars,,323946009626,17.2,1,"Oct 12, 2019",3.75in.,star wars vintage collection sith jet trooper rise of skywalker 3.75 nib,Action Figure,2019,BIN
184,184,0,Hasbro,Military & Adventure,,Used,,GI Joe,,293273650576,14.99,1,"Oct 12, 2019","3.75""",vintage hasbro gi joe 1982 ram motorcycle vehicle very nice,Action Figure,1982,BIN
185,185,4,Hasbro,"TV, Movie & Video Games",Jedi,New,,Star Wars,,254382640263,15.5,1,"Oct 12, 2019",3in.,hasbro star wars fans' choice figure #3 return of the jedi ephant mon moc mip,Action Figure,,Auction
186,186,0,Mego,"TV, Movie & Video Games",Dream,New,,I Dream of Jeannie,,254374319755,34.99,1,"Oct 12, 2019",8in.,"i dream of jeannie & tony nelson set mego limited edition 8"" dolls 60s tv #7581 ",Action Figure,2018,BIN
187,187,2,Hasbro,Military & Adventure,Yogi Bear,Used,,GI Joe,,113916703896,4.25,1,"Oct 12, 2019",3.5in.,gi joe gyro viper 1987 tight joints glossy paint,Action Figure,1989,Auction
188,188,0,Walking Dead,"TV, Movie & Video Games",GLENN IN RIOT GEAR,New,2002-Now,WALKING DEAD,,283488927758,7.95,1,"Oct 12, 2019",5 Inch Scale,"glenn riot gear the walking dead comic series 2 mcfarlane toys 5"" scale figure",Action Figure,2013,BIN
189,189,3,Hasbro,Military & Adventure,,Used,,GI Joe,,254377482876,49.06,1,"Oct 12, 2019",12in.,g.i. joe 40th anniversery action sailor and marine,Action Figure,2003,Auction
190,190,2,Hasbro,Comic Book Heroes,Iron Man,Used,,Marvel Universe,,264491445995,7.0,1,"Oct 12, 2019",6in.,marvel legends studios first 10 years avengers iron man mark vii action figure ,Action Figure,2017,Auction
191,191,0,Hot Toys,Comic Book Heroes,Silver,Used,,Iron Man Silver Centurion Mark 33,,274037464612,200.0,1,"Oct 12, 2019",1/6th Scaled,hot toys ironman silver centurion sideshow exclusive.,Action Figure,,BIN
192,192,0,McFarlane Toys,Comic Book Heroes,Spawn / Wanda / Cyan,New,,,,163883562388,12.88,1,"Oct 12, 2019",,spawn: wanda & cyan action figure - new in sealed plastic - mcfarlane 2000,Action Figure,2000,BIN
193,193,1,Mattel,Comic Book Heroes,,Used,2002-Now,,,202793841105,6.0,1,"Oct 12, 2019",,mattel jlu justice league batman (jlu show repaint version),Action Figure,,Auction
194,194,0,Playmates Toys,"TV, Movie & Video Games",,New,,The Simpsons,,370132781317,12.99,7,"Oct 12, 2019",,the simpsons uter action figure wos series 8 moc rare toy world of springfield,Action Figure,,BIN
195,195,0,Hasbro,"TV, Movie & Video Games",Trooper,New,2002-Now,Star Wars,,293275754497,39.95,1,"Oct 12, 2019",6in.,star wars first order jet trooper carbonized graphite black series  #99,Action Figure,2019,BIN
196,196,0,Hasbro,"TV, Movie & Video Games",First Order Stormtrooper,New,2002-Now,Star Wars,,183988468037,31.0,1,"Oct 12, 2019",6in.,"sith trooper #92 first edition red white star wars black series hasbro 6"" mib ",,2019,BIN
197,197,0,Mattel,Sports,,Used,,WWE,,323898761368,29.99,1,"Oct 12, 2019",,wwe mattel elite series 14 big boss man flashback action figure wwf wrestler,Action Figure,2011,BIN
198,198,1,Marvel,Comic Book Heroes,,Used,,,,223696677631,7.99,1,"Oct 12, 2019",6in.,"marvel legends nick fury ..... 6""",Action Figure,,Auction
199,199,3,Hasbro,Military & Adventure,Yogi Bear,Used,,GI Joe,,113916706015,4.8,1,"Oct 12, 2019",3.5in.,gi joe destro 1983 needs oring very clean figure rare tight joints glossy paint,Action Figure,1989,Auction
200,200,0,Playmates Toys,"TV, Movie & Video Games",,New,2002-Now,The Simpsons,,260107024592,16.99,5,"Oct 12, 2019",,simpsons daredevil bart action figure wos rare moc series 8 world of springfield,Action Figure,,BIN
201,201,0,Playmates Toys,"TV, Movie & Video Games",,New,,The Simpsons,,261334118163,16.99,1,"Oct 12, 2019",5in.,simpsons cletus redneck action figure wos moc series 7 rare toy intelli-tronic,Action Figure,2001,BIN
202,202,4,Hasbro,Military & Adventure,Yogi Bear,Used,,GI Joe,,113916707304,7.0,1,"Oct 12, 2019",3.5in.,gi joe crankcase 1985 tight joints glossy paint,Action Figure,1989,Auction
203,203,0,Marvel,Comic Book Heroes,Gambit,New,,Marvel Universe,,333299963859,17.95,1,"Oct 12, 2019",4in.,"marvel universe 3.75"" 4"" mr. sinister  x-men  2011 c7",Action Figure,2011,BIN
204,204,0,Playmates Toys,"TV, Movie & Video Games",Lara Croft,Used,,Tomb Raider,,283532644776,10.99,1,"Oct 12, 2019",6in.,1999 tomb raider lara croft conquers the legendary yeti action figure -playmates,Action Figure,1999,BIN
205,205,1,Hasbro,Comic Book Heroes,Apocalypse,New,,X-Men,,153682944424,15.0,1,"Oct 12, 2019",,marvel legends gladiator figure with apocalypse head baf wave ,Action Figure,,Auction
206,206,5,ThreeA,Transformers & Robots,Bumblebee,Used,2002-Now,Transformers,,133195977961,310.0,1,"Oct 12, 2019",,3a - dotm bumblebee bambaland threea transformers figure statue sideshow ,Action Figure,,Auction
207,207,0,Hasbro,Transformers & Robots,Optimus Prime,New,,Transformers,,123919600241,39.95,1,"Oct 12, 2019",,hasbro transformers: optimus prime leader for the ages transformers 2-pack 2007,Action Figure,2007,BIN
208,208,0,Playmates Toys,"TV, Movie & Video Games",,New,2002-Now,Teenage Mutant Ninja Turtles,,382874641339,12.71,1,"Oct 12, 2019",5in.,tales of teenage mutant ninja turtles rookies in training mikey & raph figure ,Action Figure,,BIN
209,209,0,Bandai,Anime & Manga,Super Saiyan Goku,Used,2002-Now,Dragon Ball Z,,283633490189,21.24,1,"Oct 12, 2019","6.5""",dragon ball z super saiyan goku dragon stars gamestop exclusive series,Action Figure,,BIN
210,210,4,Hasbro,Military & Adventure,Yogi Bear,Used,,GI Joe,,113916693546,7.5,1,"Oct 12, 2019",3.5in.,gi joe copperhead 1984 loose knees glossy paint,Action Figure,1989,Auction
211,211,0,Playmates Toys,"TV, Movie & Video Games",Leonardo,Used,1980-2001,Teenage Mutant Ninja Turtles,,113888741174,11.99,1,"Oct 12, 2019",,leonardo 1988 teenage mutant ninja turtles action figure toy tmnt action figure,Action Figure,1988,BIN
212,212,0,Hasbro,"TV, Movie & Video Games",,New,,Marvel Universe,,173854446012,14.99,1,"Oct 12, 2019",3.75,marvel universe captain marvel action figure hasbro series 3 new ,Action Figure,2010,BIN
213,213,1,Danbury Mint,Other Action Figures,,Used,2002-Now,,,113922082246,200.0,1,"Oct 12, 2019",,danbury mint fred biletnikoff oakland raiders figure nfl rare all star football ,,,Auction
214,214,0,Hasbro,Military & Adventure,,Used,,GI JOE,,392270276931,14.99,1,"Oct 12, 2019",, vintage gi joe joezeta adventure team :1975 sea wolf:  respirator pump,Action Figure,1964 1965 1966 1967 1968 1969 1970 1975 1976,BIN
215,215,1,Bandai,"TV, Movie & Video Games",Megazord,Used,,Power Rangers,,264489072653,4.1,1,"Oct 12, 2019",,bandai vintage sentai mmpr power rangers titanus megazord zord 12” figure parts,Action Figure,,Auction
216,216,1,Danbury Mint,Other Action Figures,,Used,2002-Now,,,113922078132,200.0,1,"Oct 12, 2019",,danbury mint minnesota vikings fran tarkenton figure nfl rare all star football,,,Auction
217,217,0,Mattel,Sports,,New,2002-Now,WWE,,283640871849,20.0,1,"Oct 12, 2019",6in.,wwe mattel wrestlemania 35 elite sasha banks sealed figure,Action Figure,2019,BIN
218,218,0,BP.,Anime & Manga,,Used,2002-Now,Dragon Ball Z,,202436885578,27.54,2,"Oct 12, 2019",8in.,"banpresto dragonball z bzd viny big and heavy figure  kame sennin new 10"" #fe4",,,BIN
219,219,0,Unspecified,Anime & Manga,Vegeta,Used,,Dragon Ball Z,,191546711791,22.78,3,"Oct 12, 2019",4in.,"lot 4 dragonball z dbz super saiyan ss goku vegeta trunks piccolo figure 4.5""new",Figure,,BIN
220,220,0,Diamond Select,"TV, Movie & Video Games",Ghost,Used,,GHOSTBUSTERS,,202683145690,47.49,1,"Oct 12, 2019",11in.,"diamond select ghostbusters stay puft marshmallow man money box bank figure 11""",Action Figure,,BIN
221,221,1,Hasbro,Military & Adventure,Cutter,Used,1980-2001,GI Joe,,193143189538,7.0,1,"Oct 12, 2019",3.75in.,vintage 1992 cutter (v2) gi joe action figure def drug elimination force,Action Figure,1992,Auction
222,222,1,Mattel,Comic Book Heroes,,Used,2002-Now,,,202793839148,6.0,1,"Oct 12, 2019",,mattel jlu justice league batman (superfriends version - light colors),Action Figure,,Auction
223,223,0,Palisades,"TV, Movie & Video Games",Mr. Brown,New,,Reservoir Dogs,,283626924080,15.0,1,"Oct 12, 2019",12in.,"reservoir dogs palisades 12"" action figure mr. orange misp",Action Figure,,BIN
224,224,0,Palisades,"TV, Movie & Video Games",Mr. Brown,New,,Reservoir Dogs,,274028368771,15.0,1,"Oct 12, 2019",12in.,"reservoir dogs palisades 12"" action figure mr. blonde misp",Action Figure,,BIN
225,225,0,Playmates Toys,"TV, Movie & Video Games",Captain Picard in Duty Uniform,Used,1980-2001,Star Trek,,362770366194,12.0,1,"Oct 12, 2019",5 Inches,star trek:  1994 the next generation:  captain picard in duty uniform,Action Figure,1994,BIN
226,226,0,Hasbro,"TV, Movie & Video Games",,Used,1980-2001,Mortal Kombat,,173934666995,13.64,1,"Oct 12, 2019",4.25in.,"raiden figure mortal kombat 1991 hasbro 4.25"" toy action figure retro ",Action Figure,1991,BIN
227,227,0,TransFormMission Toy,Transformers & Robots,Optimus Prime,New,2002-Now,Transformers,,174025991598,115.5,5,"Oct 12, 2019",,new transformers transform element te-01 op leader g1 optimus prime in stock,Action Figure,,BIN
228,228,0,Mattel,"TV, Movie & Video Games",Commander Adama,Used,Pre-1980,Mork & Mindy,,264468129708,13.45,1,"Oct 12, 2019",3.75in.,vintage 1979 mattel mork & mindy action figure,Action Figure,1979,BIN
