,bids,brand,category,character,condition,era,franchise,gender,item_num,price,quantity_sold,sell_date,size,title,toy_type,year
127,2,Hot Toys,"TV, Movie & Video Games",RoboCop,Used,2002-Now,ROBOCO,,153673567188,305.0,1,"Oct 12, 2019",Approximately 35cm tall,HOT TOYS 1/6 ROBOCOP MMS204 ED-209 WITH SOUND EFFECT MASTERPIECE ACTION FIGURE,Action Figure,2013
128,0,LARAMI,Comic Book Heroes,,Used,,Batman,,264349276931,15.99,1,"Oct 12, 2019",,1989-90 Batman And Robin Action Figures DC Made In China,,
129,0,Hasbro,Comic Book Heroes,Winter Soldier,New,2002-Now,Captain America,,113920161490,27.0,1,"Oct 12, 2019",6in.,"Marvel Legends WINTER SOLDIER 6"" Figure Mandroid Bucky Barnes Sebastian Stan",Action Figure,2013
130,0,Mattel,Sports,,Used,,,,282896686503,13.0,1,"Oct 12, 2019",,Wwe Mattel Jimmy Uso Elite Action Figure Series ,Action Figure,
131,0,Mattel,Sports,,New,,,,273817383388,12.0,1,"Oct 12, 2019",,2017 Mattel WWE Topps NXT Take Over SAMOA JOE Figure MOC,Action Figure,
132,0,JAKKS Pacific,Sports,TREACHEROUS TRIOS,New,2002-Now,,,223583891832,11.0,1,"Oct 12, 2019",6,"WWE TREACHEROUS TRIOS Figure SHAWN MICHAELS, TRIPLE H  & JONATHAN COACHMAN DX",Action Figure,2006
133,0,Mattel,Sports,,Used,2002-Now,,,202234008215,21.24,1,"Oct 12, 2019",6in.,WWE Jey Uso Mattel Elite Series 31 Wrestling Action Figure Display Only Complete,Action Figure,
134,4,MLB The Show 19,Sports,,New,,,,362772499858,15.89,1,"Oct 12, 2019",,"Aaron Judge (New York Yankees) Gray Jersey LE MLB The Show 19 7"" Figure",,
135,3,Unbranded,Transformers & Robots,,New,,Transformers,,372796738333,1.84,1,"Oct 12, 2019",,Latest New Bonecrusher Transformers Action Figure Kids Xmas Toy Free Shipping,Action Figure,
136,1,Hasbro,Military & Adventure,Storm Shadow,Used,,GI Joe,,283634431222,8.99,1,"Oct 12, 2019","3.75""",GI Joe STORM SHADOW (v25) Series 24 2008  Comic 2 Pack 25th Figure,Action Figure,2008
137,0,DC,Comic Book Heroes,Lobo,New,2002-Now,DC Universe-Justice league,,163899301718,24.99,2,"Oct 12, 2019",6in.,"DC MULTIVERSE KINGDOM COME SUPERMAN 6""action figure LOBO WAVE MATTEL ",Action Figure,2019
138,0,Hasbro,Military & Adventure,,New,,GI Joe,,283641808540,80.05,1,"Oct 12, 2019",3.75in.,"1986 GI Joe Viper, still sealed, card has wear",Action Figure,1986
139,1,Hasbro,Military & Adventure,Hard Master,Used,,GI Joe,,283634442957,10.99,1,"Oct 12, 2019",3.75in.,Gi Joe Comic 2 Pack Hard Master Ninja Apprentice Snake Eyes,Action Figure,
140,0,Hasbro,Sports,,Used,1980-2001,,,333351206255,11.99,1,"Oct 12, 2019",,VINTAGE WWF WWE HASBRO TATANKA 100% COMPLETE FIGURE ,Action Figure,
141,0,Hasbro,"TV, Movie & Video Games",Trooper,New,2002-Now,Star Wars,,254385515414,32.5,2,"Oct 12, 2019",6in.,STAR WARS BLACK SERIES - RISE OF SKYWALKER - FIRST ORDER JET TROOPER Carbonized,Action Figure,2019
142,0,Hasbro,Military & Adventure,Joe,Used,,GI Joe,,133024016853,26.95,1,"Oct 12, 2019",,Vtg 1977 SUPER JOE GI Joe SUPERJOE Hasbro action figure FLAWS For Parts & Repair,Action Figure,1977
143,2,Hasbro,Military & Adventure,Cobra Officer,Used,,GI Joe,,283634471036,10.49,1,"Oct 12, 2019",3.75in.,Gi Joe Cobra Lot Of 4 Figures,Action Figure,
144,0,Mattel Toys,Sports,,Used,,,,283605445091,49.99,1,"Oct 12, 2019",,WWE Wrestling Elite Series 20 Christian Action Figure [Sunglasses & Shirt],,
145,2,,"TV, Movie & Video Games",,Used,,Star Wars,,264489080482,12.5,1,"Oct 12, 2019",3.75in.,Star Wars Mix Lot Of Action Figures,Action Figure,
146,1,Kenner,Sports,,New,,,,183986309916,2.99,1,"Oct 12, 2019",,"Starting Lineup 1995 Edition Team Ken Griffey, JR. Brand New Sealed",,1995
147,1,Unbranded,"TV, Movie & Video Games",Jango Fett,Used,,Star Wars,,143403503868,6.0,1,"Oct 12, 2019",3.75in.,"STAR WARS JANGO FETT SNEAK PREVIEW 2002 3.75"" FIGURE ",Action Figure,2010
148,1,Hasbro,"TV, Movie & Video Games",Han Solo,Used,,Star Wars,,293256710553,12.0,1,"Oct 12, 2019",3.75in.,Star Wars Solo Movie - *New* Storm Trooper Squad Leader & Tie Fighter Pilot    ,Action Figure,2019
149,0,Super7,"TV, Movie & Video Games",Man-at-arms,New,2002-Now,Masters of the Universe,,323941002940,32.0,1,"Oct 12, 2019",3.75in.,Masters Of The Universe Super 7 Nerd Block Exclusive Man At Arms Action Figure,Action Figure,2017
150,33,Kenner,"TV, Movie & Video Games",Princess Leia,New,1980-2001,Star Wars,,183983724599,41.0,1,"Oct 12, 2019",,Lot of 14 Star Wars Figures Orange & Green Card POTF Luke Leia Han 1995 1996 MOC,Action Figure,1996
151,0,Hasbro,Transformers & Robots,Chromedome,Used,1980-2001,Transformers,,202796680269,112.99,1,"Oct 12, 2019",,Chromedome * 100% Complete 1987 Vintage Hasbro G1 Transformers Action Figure,Action Figure,1987
152,7,MLB The Show 19,Sports,,New,,,,362772499863,17.49,1,"Oct 12, 2019",,"Aaron Judge (New York Yankees) Pinstripe Jersey LE MLB The Show 19 7"" Figure",,
153,1,Remco,Sports,,Used,1980-2001,,,143408171493,39.99,1,"Oct 12, 2019",6in.,1985 AWA Remco The Roadwarriors Animal & Hawk wrestling figures complete,Action Figure,1985
154,0,Hasbro,Fantasy,Dragon,Used,,,,401765123704,22.0,1,"Oct 12, 2019",12in.,Hasbro Shogakukan Wizards Bloshack Dragon,Action Figure,2003
155,0,Marvel Legends,Comic Book Heroes,Doctor Octopus,New,,Spider-Man,,264491469517,100.0,1,"Oct 12, 2019",,Marvel Legends Doctor Octopus Doc Ock action figure CUSTOM METAL TENTACLES! LOOK,Action Figure,
156,0,Hasbro,"TV, Movie & Video Games",Shadow Trooper,New,,,,143409644062,30.98,1,"Oct 12, 2019",3.75in.,"Star Wars The Vintage Collection SHADOW TROOPER 3.75"" VC163 Dark Forces IN HAND",Action Figure,
157,1,kenner,"TV, Movie & Video Games",,Used,1980-2001,Star Wars,,233361029893,10.9,1,"Oct 12, 2019",4in.,STAR WARS Figures Lot 1990s Kenner LFL + Weapons + Ship ,Action Figure,
158,0,WWE,Sports,,New,,WWE,,274048135914,15.99,1,"Oct 12, 2019",,WWE Mattel Elite Series 69 Rey Mysterio New Sealed MOC,,
159,5,MLB The Show 19,Sports,,New,,,,362772499861,12.53,1,"Oct 12, 2019",,"Bryce Harper (Philadelphia Phillies) MLB The Show 19 7"" Figure",,
160,19,Hasbro,Comic Book Heroes,Daredevil,New,,,,264491454616,70.0,1,"Oct 12, 2019",12in.,Hasbro Marvel Legends Series 12 inch DAREDEVIL Action Figure SDCC 2017 Exclusive,Action Figure,2017
161,0,Mattel,Animals & Dinosaurs,,Used,,,,262394574055,10.95,1,"Oct 12, 2019",,Jarassic Park Harpoon Harrison Action Figure,,
162,0,Kenner,"TV, Movie & Video Games",Jaws Jackson,Used,1980-2001,Jurassic Park,,293255503196,17.99,1,"Oct 12, 2019",4.5in.,Jurassic Park 1994 Series 2 Jaws Jackson with ALL Accessories Complete SPOTLESS,Action Figure,1994
163,0,Hasbro,Comic Book Heroes,,New,,Marvel Legends,,303313129600,8.44,2,"Oct 12, 2019",6in.,"MARVEL LEGENDS SERIES BLACK BOLT 6"" ACTION FIGURE BAF OKOYE LOOSE",Action Figure,
164,0,Mattel,Comic Book Heroes,Superman,New,,Superman,,293258721444,15.0,1,"Oct 12, 2019",,DC Super Heroes S3 Select Sculpt Series SUPERMAN Red Eye VARIANT,Action Figure,
165,0,Square Enix,"TV, Movie & Video Games",Robin,New,,Batman,,254361733703,57.45,1,"Oct 12, 2019",,No.3 ROBIN Square Enix Batman Arkham Origins Play Arts Kai Figure,,
166,0,,Sports,Tom Brady,New,,,,274044816841,30.0,1,"Oct 12, 2019",6in.,Tom Brady Action Figure.  Free Shipping.,Action Figure,
167,0,Sideshow Collectibles,"TV, Movie & Video Games",Kerberos Panzer Jager,New,2002-Now,Kerberos Saga,,163772623323,300.0,1,"Oct 12, 2019","12"" - 1/6 Scale","Hot Toys KERBEROS PANZER JAGER 12"" Action Figure 1/6 Scale AC02 Takayuki Takeya",Action Figure,2014
168,0,DC Direct,Comic Book Heroes,Simon Baz,Used,2002-Now,Justice League,,113887035988,16.99,1,"Oct 12, 2019",7in.,DC Direct New 52 JLA Justice League Green Lantern Simon Baz 2014,Action Figure,2014
169,15,Kenner,"TV, Movie & Video Games",,Used,,Star Wars,,193133441251,270.0,1,"Oct 12, 2019",3.75in.,"Lot of Original STAR WARS Kenner Weapons - Blasters, Rifles, Lightsabers, etc",Action Figure,1977
170,1,Mattel,Sports,The Big Show,Used,2002-Now,,,392469199001,0.99,1,"Oct 12, 2019",6in.,Mattel WWE Superstar The Big Show action figure wrestling sports,Action Figure,
171,0,WWE,Sports,Kofi Kingston,Used,2002-Now,,,123903141821,7.98,1,"Oct 12, 2019",,KOFI KINGSTON WWE Wrestling Action Figure Mattel 2012 WWF Black/Green New Day,Action Figure,2012
172,3,Hasbro,Military & Adventure,Yogi Bear,Used,,GI Joe,,113916700476,5.5,1,"Oct 12, 2019",3.5in.,GI JOE Airtight  1985 Tight Joints Glossy Paint Broken Back Pack,Action Figure,1989
173,2,Mattel,Comic Book Heroes,,Used,2002-Now,,,202793840571,6.5,1,"Oct 12, 2019",,MATTEL JLU JUSTICE LEAGUE BATMAN (GREY / BLUE VERSION with WONDER PIG),Action Figure,
174,17,Star Wars,"TV, Movie & Video Games",8D8,New,,Star Wars,,323939136154,56.0,1,"Oct 12, 2019",,Kenner Vintage Star Wars ROTJ 8D8 1983 MOC w/ Anakin Offer + UNPUNCHED + 77 Back,Action Figure,1983
175,1,Kaiyodo,"TV, Movie & Video Games",Jack Skellington,New,,,,293264308125,50.0,1,"Oct 12, 2019","6""",Kaiyodo Revoltech 017 SCI-FI Jack Skellington Santa Vers. Action Figure,Action Figure,
176,7,Hasbro,Comic Book Heroes,Nightcrawler,New,,X-Men,,264495902732,15.5,1,"Oct 12, 2019",6in.,Marvel Legends X-Men Nightcrawler X-Force Wendigo BAF NEW,Action Figure,
177,0,Mattel,Comic Book Heroes,Joker,Used,2002-Now,Batman The Dark Knight,,264478304958,24.94,1,"Oct 12, 2019",8in.,DC Comics Batman Dark Knight Joker Action Figure Lot Mattel 2008 Henchmen Toys,Action Figure,2008
178,0,DC Comics,"TV, Movie & Video Games",Robin,New,1980-2001,Batman,,254372477863,10.0,1,"Oct 12, 2019",4in.,Toy Biz DC Comics Super Heroes Robin MOC MOSC Sealed Vintage 1989 Batman Movie,Action Figure,1989
179,1,Hasbro,Military & Adventure,Yogi Bear,Used,,GI Joe,,113916702203,3.99,1,"Oct 12, 2019",3.5in.,GI JOE Thrasher 1986 Tight Joints Glossy Paint,Action Figure,1989
180,0,Neca,"TV, Movie & Video Games",Burke,New,2002-Now,Aliens,,233336243839,26.99,1,"Oct 12, 2019","7""","CARTER J BURKE Hadleys Hope NECA ALIENS 2017 7"" Inch (Out Of Package) Figure",Action Figure,2017
181,1,Hot Toys,"TV, Movie & Video Games",Scarlet Witch,Used,2002-Now,Avengers,,163893917432,199.99,1,"Oct 12, 2019",1/6,Hot Toys 1/6 Scale Avengers Age Of Ultron Scarlet Witch Wanda MMS301,Action Figure,
182,0,Mattel,"TV, Movie & Video Games",Scare Glow,New,1980-2001,Masters of the Universe,,163879434316,1000.0,1,"Oct 12, 2019",,"MOTU 1987 Scare Glow, Masters of the Universe, Moc factory sealed he-man ",Action Figure,1980's
183,0,Hasbro,"TV, Movie & Video Games",Sith Trooper,New,2002-Now,Star Wars,,323946009626,17.2,1,"Oct 12, 2019",3.75in.,Star Wars Vintage Collection SITH JET TROOPER Rise of Skywalker 3.75 NIB,Action Figure,2019
184,0,Hasbro,Military & Adventure,,Used,,GI Joe,,293273650576,14.99,1,"Oct 12, 2019","3.75""",VINTAGE HASBRO GI JOE 1982 RAM MOTORCYCLE VEHICLE VERY NICE,Action Figure,1982
185,4,Hasbro,"TV, Movie & Video Games",Jedi,New,,Star Wars,,254382640263,15.5,1,"Oct 12, 2019",3in.,Hasbro Star Wars Fans' Choice Figure #3 Return of the Jedi Ephant Mon MOC MIP,Action Figure,
186,0,Mego,"TV, Movie & Video Games",Dream,New,,I Dream of Jeannie,,254374319755,34.99,1,"Oct 12, 2019",8in.,"I DREAM OF JEANNIE & Tony Nelson Set MEGO Limited Edition 8"" dolls 60s tv #7581 ",Action Figure,2018
187,2,Hasbro,Military & Adventure,Yogi Bear,Used,,GI Joe,,113916703896,4.25,1,"Oct 12, 2019",3.5in.,GI JOE Gyro Viper 1987 Tight Joints Glossy Paint,Action Figure,1989
188,0,Walking Dead,"TV, Movie & Video Games",GLENN IN RIOT GEAR,New,2002-Now,WALKING DEAD,,283488927758,7.95,1,"Oct 12, 2019",5 Inch Scale,"GLENN RIOT GEAR The Walking Dead Comic Series 2 Mcfarlane Toys 5"" Scale Figure",Action Figure,2013
189,3,Hasbro,Military & Adventure,,Used,,GI Joe,,254377482876,49.06,1,"Oct 12, 2019",12in.,G.I. Joe 40th anniversery Action Sailor and Marine,Action Figure,2003
190,2,Hasbro Marvel Legends,Comic Book Heroes,Iron Man,Used,,Marvel Universe,,264491445995,7.0,1,"Oct 12, 2019",6in.,Marvel Legends Studios First 10 Years Avengers IRON MAN MARK VII Action Figure ,Action Figure,2017
191,0,Hot Toys,Comic Book Heroes,Silver,Used,,Iron Man Silver Centurion Mark 33,,274037464612,200.0,1,"Oct 12, 2019",1/6th Scaled,HOT TOYS IRONMAN SILVER CENTURION SIDESHOW EXCLUSIVE.,Action Figure,
192,0,McFarlane Toys,Comic Book Heroes,Spawn / Wanda / Cyan,New,,,,163883562388,12.88,1,"Oct 12, 2019",,Spawn: Wanda & Cyan Action Figure - NEW in Sealed Plastic - MCFARLANE 2000,Action Figure,2000
193,1,Mattel,Comic Book Heroes,,Used,2002-Now,,,202793841105,6.0,1,"Oct 12, 2019",,MATTEL JLU JUSTICE LEAGUE BATMAN (JLU SHOW REPAINT VERSION),Action Figure,
194,0,Playmates Toys,"TV, Movie & Video Games",,New,,The Simpsons,,370132781317,12.99,7,"Oct 12, 2019",,The Simpsons Uter Action Figure WOS Series 8 MOC RARE Toy World of Springfield,Action Figure,
195,0,Hasbro,"TV, Movie & Video Games",Trooper,New,2002-Now,Star Wars,,293275754497,39.95,1,"Oct 12, 2019",6in.,STAR WARS FIRST ORDER JET TROOPER CARBONIZED GRAPHITE BLACK SERIES  #99,Action Figure,2019
196,0,Hasbro,"TV, Movie & Video Games",First Order Stormtrooper,New,2002-Now,Star Wars,,183988468037,31.0,1,"Oct 12, 2019",6in.,"Sith Trooper #92 First Edition Red White Star Wars Black Series Hasbro 6"" MIB ",,2019
197,0,Mattel,Sports,,Used,,WWE,,323898761368,29.99,1,"Oct 12, 2019",,WWE Mattel Elite Series 14 Big Boss Man Flashback Action Figure WWF Wrestler,Action Figure,2011
198,1,Marvel Legends,Comic Book Heroes,,Used,,,,223696677631,7.99,1,"Oct 12, 2019",6in.,"Marvel Legends Nick Fury ..... 6""",Action Figure,
199,3,Hasbro,Military & Adventure,Yogi Bear,Used,,GI Joe,,113916706015,4.8,1,"Oct 12, 2019",3.5in.,GI JOE Destro 1983 Needs Oring Very Clean Figure Rare Tight Joints Glossy Paint,Action Figure,1989
200,0,Playmates Toys,"TV, Movie & Video Games",,New,2002-Now,The Simpsons,,260107024592,16.99,5,"Oct 12, 2019",,Simpsons Daredevil Bart Action Figure WOS RARE MOC Series 8 World of Springfield,Action Figure,
201,0,Playmates Toys,"TV, Movie & Video Games",,New,,The Simpsons,,261334118163,16.99,1,"Oct 12, 2019",5in.,Simpsons Cletus Redneck Action Figure WOS MOC Series 7 RARE Toy Intelli-Tronic,Action Figure,2001
202,4,Hasbro,Military & Adventure,Yogi Bear,Used,,GI Joe,,113916707304,7.0,1,"Oct 12, 2019",3.5in.,GI JOE Crankcase 1985 Tight Joints Glossy Paint,Action Figure,1989
203,0,Marvel,Comic Book Heroes,Gambit,New,,Marvel Universe,,333299963859,17.95,1,"Oct 12, 2019",4in.,"MARVEL UNIVERSE 3.75"" 4"" MR. SINISTER  X-MEN  2011 c7",Action Figure,2011
204,0,Playmates Toys,"TV, Movie & Video Games",Lara Croft,Used,,Tomb Raider,,283532644776,10.99,1,"Oct 12, 2019",6in.,1999 Tomb Raider Lara Croft Conquers The Legendary Yeti Action Figure -Playmates,Action Figure,1999
205,1,Hasbro Toys,Comic Book Heroes,Apocalypse,New,,X-Men,,153682944424,15.0,1,"Oct 12, 2019",,Marvel Legends Gladiator Figure with Apocalypse Head BAF Wave ,Action Figure,
206,5,ThreeA,Transformers & Robots,Bumblebee,Used,2002-Now,Transformers,,133195977961,310.0,1,"Oct 12, 2019",,3A - DOTM Bumblebee Bambaland Threea Transformers figure statue Sideshow ,Action Figure,
207,0,Hasbro,Transformers & Robots,Optimus Prime,New,,Transformers,,123919600241,39.95,1,"Oct 12, 2019",,Hasbro Transformers: Optimus Prime Leader for the Ages Transformers 2-Pack 2007,Action Figure,2007
208,0,Playmates Toys,"TV, Movie & Video Games",,New,2002-Now,Teenage Mutant Ninja Turtles,,382874641339,12.71,1,"Oct 12, 2019",5in.,TALES OF TEENAGE MUTANT NINJA TURTLES ROOKIES IN TRAINING MIKEY & RAPH FIGURE ,Action Figure,
209,0,Bandai,Anime & Manga,Super Saiyan Goku,Used,2002-Now,Dragon Ball Z,,283633490189,21.24,1,"Oct 12, 2019","6.5""",Dragon Ball Z Super Saiyan Goku Dragon Stars Gamestop Exclusive Series,Action Figure,
210,4,Hasbro,Military & Adventure,Yogi Bear,Used,,GI Joe,,113916693546,7.5,1,"Oct 12, 2019",3.5in.,GI JOE Copperhead 1984 Loose Knees Glossy Paint,Action Figure,1989
211,0,Playmates Toys,"TV, Movie & Video Games",Leonardo,Used,1980-2001,Teenage Mutant Ninja Turtles,,113888741174,11.99,1,"Oct 12, 2019",,LEONARDO 1988 Teenage Mutant Ninja Turtles Action Figure Toy TMNT Action Figure,Action Figure,1988
212,0,Hasbro,"TV, Movie & Video Games",,New,,Marvel Universe,,173854446012,14.99,1,"Oct 12, 2019",3.75,Marvel Universe Captain Marvel Action Figure Hasbro Series 3 New ,Action Figure,2010
213,1,Danbury Mint,Other Action Figures,,Used,2002-Now,,,113922082246,200.0,1,"Oct 12, 2019",,DANBURY MINT FRED BILETNIKOFF OAKLAND RAIDERS FIGURE NFL RARE ALL STAR FOOTBALL ,,
214,0,HASBRO,Military & Adventure,,Used,,GI JOE,,392270276931,14.99,1,"Oct 12, 2019",, VINTAGE GI JOE JOEZETA ADVENTURE TEAM :1975 SEA WOLF:  RESPIRATOR PUMP,Action Figure,1964 1965 1966 1967 1968 1969 1970 1975 1976
215,1,Bandai,"TV, Movie & Video Games",Megazord,Used,,Power Rangers,,264489072653,4.1,1,"Oct 12, 2019",,Bandai Vintage Sentai MMPR Power Rangers Titanus Megazord Zord 12” Figure Parts,Action Figure,
216,1,Danbury Mint,Other Action Figures,,Used,2002-Now,,,113922078132,200.0,1,"Oct 12, 2019",,DANBURY MINT MINNESOTA VIKINGS FRAN TARKENTON FIGURE NFL RARE ALL STAR FOOTBALL,,
217,0,Mattel,Sports,,New,2002-Now,WWE,,283640871849,20.0,1,"Oct 12, 2019",6in.,WWE Mattel WrestleMania 35 Elite Sasha Banks Sealed Figure,Action Figure,2019
218,0,BP.,Anime & Manga,,Used,2002-Now,Dragon Ball Z,,202436885578,27.54,2,"Oct 12, 2019",8in.,"Banpresto DragonBall Z BZD Viny big and heavy Figure  KAME SENNIN NEW 10"" #FE4",,
219,0,,Anime & Manga,Vegeta,Used,,Dragon Ball Z,,191546711791,22.78,3,"Oct 12, 2019",4in.,"lot 4 DragonBall Z DBZ super saiyan ss goku vegeta trunks piccolo figure 4.5""new",Figure,
220,0,Diamond Select,"TV, Movie & Video Games",Ghost,Used,,GHOSTBUSTERS,,202683145690,47.49,1,"Oct 12, 2019",11in.,"Diamond Select Ghostbusters Stay Puft Marshmallow Man Money Box Bank figure 11""",Action Figure,
221,1,Hasbro,Military & Adventure,Cutter,Used,1980-2001,GI Joe,,193143189538,7.0,1,"Oct 12, 2019",3.75in.,Vintage 1992 CUTTER (V2) GI Joe Action Figure DEF Drug Elimination Force,Action Figure,1992
222,1,Mattel,Comic Book Heroes,,Used,2002-Now,,,202793839148,6.0,1,"Oct 12, 2019",,MATTEL JLU JUSTICE LEAGUE BATMAN (SUPERFRIENDS VERSION - LIGHT COLORS),Action Figure,
223,0,Palisades,"TV, Movie & Video Games",Mr. Brown,New,,Reservoir Dogs,,283626924080,15.0,1,"Oct 12, 2019",12in.,"Reservoir Dogs Palisades 12"" Action Figure Mr. Orange MISP",Action Figure,
224,0,Palisades,"TV, Movie & Video Games",Mr. Brown,New,,Reservoir Dogs,,274028368771,15.0,1,"Oct 12, 2019",12in.,"Reservoir Dogs Palisades 12"" Action Figure Mr. Blonde MISP",Action Figure,
225,0,Playmates Toys,"TV, Movie & Video Games",Captain Picard in Duty Uniform,Used,1980-2001,Star Trek,,362770366194,12.0,1,"Oct 12, 2019",5 Inches,Star Trek:  1994 The Next Generation:  Captain Picard in Duty Uniform,Action Figure,1994
226,0,Hasbro,"TV, Movie & Video Games",,Used,1980-2001,Mortal Kombat,,173934666995,13.64,1,"Oct 12, 2019",4.25in.,"Raiden Figure Mortal Kombat 1991 Hasbro 4.25"" Toy Action Figure Retro ",Action Figure,1991
227,0,TransFormMission Toy,Transformers & Robots,Optimus Prime,New,2002-Now,Transformers,,174025991598,115.5,5,"Oct 12, 2019",,New Transformers Transform Element TE-01 OP Leader G1 Optimus Prime In Stock,Action Figure,
228,0,Mattel,"TV, Movie & Video Games",Commander Adama,Used,Pre-1980,Mork & Mindy,,264468129708,13.45,1,"Oct 12, 2019",3.75in.,Vintage 1979 Mattel Mork & Mindy Action Figure,Action Figure,1979
229,44,Kenner,"TV, Movie & Video Games",,Used,,Star Wars,,193133428860,413.93,1,"Oct 12, 2019",3.75in.,1980 STAR WARS Empire Strikes Back Vinyl Figure Case – FULL of Figures,Action Figure,1980
230,0,Hasbro,Military & Adventure,Tollbooth,Used,,GI Joe,,183988885661,9.97,1,"Oct 12, 2019",3.75in.,"Vintage 1988 Hasbro GI Joe 3.75"" Armadillo Action Figure Used ",Action Figure,1988
231,0,Hasbro,Transformers & Robots,Salvage,Used,,Transformers,,113921305943,43.0,1,"Oct 12, 2019",5in.,Transformers Rescue Bots Salvage Garbage Truck Action Figure 2014 RARE-Free S&H,Action Figure,2014
232,1,Mattel,Comic Book Heroes,,Used,2002-Now,,,202793839338,6.0,1,"Oct 12, 2019",,MATTEL JLU JUSTICE LEAGUE BATMAN (SUPERFRIENDS VERSION - DARKER COLORS),Action Figure,
233,0,Tiger Toys,"TV, Movie & Video Games",Turbo Man,Used,1990s,Turbo Man,,174051660765,225.0,1,"Oct 12, 2019",13.5in.,"Talking Turbo Man Jingle All the Way Movie 13.5"" Action Figure BOXED COMPLETE ",Action Figure,1996
234,0,Hasbro,Military & Adventure,Stalker,Used,,GI Joe,,254387469023,30.0,1,"Oct 12, 2019",3.75in.,GI Joe Vintage 1983 Stalker Complete C8 Gun Damage To Stock,Action Figure,1983
235,1,Star Wars,"TV, Movie & Video Games",Knight,Used,,,,372795620465,9.6,1,"Oct 12, 2019",,star wars action figures imperial knights,Action Figure,
236,1,Marvel Legends,Comic Book Heroes,"Gamora,ronon, nebula",New,2002-Now,marvel legends,,123930152391,30.0,1,"Oct 12, 2019",6 inch,marvel legends  near to mint in package lot,Action Figure,2018
237,1,Hasbro,Military & Adventure,Yogi Bear,Used,,GI Joe,,113916696421,3.99,1,"Oct 12, 2019",3.5in.,GI JOE Iceviper 1987 Tight Joints Glossy Paint,Action Figure,1989
238,0,Mego,Comic Book Heroes,,Used,,,,401897182214,70.0,1,"Oct 12, 2019",8in.,lot of 2: MEGO Spider-Man & HULK vintage all-original MARVEL WGSH 1974,Action Figure,1974
239,0,Hasbro,Military & Adventure,Crankcase,Used,,GI Joe,,333305315742,17.09,1,"Oct 12, 2019",3.75in.,GI Joe Crankcase 1985 Complete w file card e9,Action Figure,1985
